Order ID,Order Date,Shipping Date,Shipping Mode,Customer ID,Customer Name,Segment,City,State,Country,Product ID,Product Name,Category,Sub-Category,Sales,Quantity,Discount,Profit,Shipping Cost
IN-2024-JD161507-42251,4/9/2024,7/9/2024,Second Class,JD-161507,Justin Deggeller,Corporate,Sydney,New South Wales,Australia,OFF-BI-4826,"Ibico Hole Reinforcements, Recycled",Office Supplies,Binders,6,1,0.1,1,1
IN-2024-PN187757-42139,15/5/2024,18/5/2024,First Class,PN-187757,Parhena Norris,Home Office,Canberra,Australian Capital Territory,Australia,OFF-LA-4538,"Harbour Creations Legal Exhibit Labels, Adjustable",Office Supplies,Labels,17,2,0,2,1
IN-2024-ZC219107-42062,27/2/2024,5/3/2024,Standard Class,ZC-219107,Zuschuss Carroll,Consumer,Canberra,Australian Capital Territory,Australia,OFF-BI-3253,"Avery Binder, Economy",Office Supplies,Binders,15,2,0.4,0,1
IN-2024-TB216257-42320,12/11/2024,19/11/2024,Standard Class,TB-216257,Trudy Brown,Consumer,Geelong,Victoria,Australia,OFF-BI-4826,"Ibico Hole Reinforcements, Recycled",Office Supplies,Binders,6,1,0.1,1,1
ID-2024-LS172007-42062,27/2/2024,3/3/2024,Standard Class,LS-172007,Luke Schmidt,Corporate,Hobart,Tasmania,Australia,OFF-BI-3738,"Cardinal Index Tab, Durable",Office Supplies,Binders,36,8,0.4,-4,1
IN-2024-PB191057-42024,20/1/2024,24/1/2024,Standard Class,PB-191057,Peter Bühler,Consumer,Toowoomba,Queensland,Australia,OFF-LA-4687,"Hon Round Labels, Alphabetical",Office Supplies,Labels,17,3,0.1,7,1
ID-2024-RH194957-42016,12/1/2024,18/1/2024,Standard Class,RH-194957,Rick Hansen,Consumer,Bundaberg,Queensland,Australia,OFF-SU-4976,"Kleencut Box Cutter, Steel",Office Supplies,Supplies,40,2,0.4,-15,1
IN-2024-TZ215807-42124,30/4/2024,5/5/2024,Standard Class,TZ-215807,Tracy Zic,Consumer,Brisbane,Queensland,Australia,OFF-ST-4252,"Fellowes Box, Single Width",Office Supplies,Storage,17,1,0.1,0,1
ID-2024-KL166457-42202,17/7/2024,17/7/2024,Same Day,KL-166457,Ken Lonsdale,Consumer,Canberra,Australian Capital Territory,Australia,OFF-ST-4260,"Fellowes File Cart, Wire Frame",Office Supplies,Storage,81,1,0.4,1,1
IN-2024-CC126107-42137,13/5/2024,16/5/2024,Second Class,CC-126107,Corey Catlett,Corporate,Melbourne,Victoria,Australia,OFF-BI-3189,"Avery 3-Hole Punch, Recycled",Office Supplies,Binders,25,1,0.1,10,1
ID-2024-IG150857-42222,6/8/2024,10/8/2024,Standard Class,IG-150857,Ivan Gibson,Consumer,Geelong,Victoria,Australia,OFF-ST-6249,"Tenex Folders, Blue",Office Supplies,Storage,13,1,0.4,1,1
IN-2024-EJ141557-42230,14/8/2024,18/8/2024,Standard Class,EJ-141557,Eva Jacobs,Consumer,Adelaide,South Australia,Australia,OFF-LA-5392,"Novimex Removable Labels, Adjustable",Office Supplies,Labels,6,1,0.1,0,1
IN-2024-MO178007-42363,25/12/2024,27/12/2024,Second Class,MO-178007,Meg O'Connel,Home Office,Geraldton,Western Australia,Australia,FUR-CH-4559,"Harbour Creations Steel Folding Chair, Red",Furniture,Chairs,88,1,0.1,28,1
ID-2024-RD199307-42269,22/9/2024,28/9/2024,Standard Class,RD-199307,Russell D'Ascenzo,Consumer,Hobart,Tasmania,Australia,OFF-FA-5471,"OIC Push Pins, 12 Pack",Office Supplies,Fasteners,43,5,0.4,7,1
IN-2024-VS218207-42209,24/7/2024,30/7/2024,Standard Class,VS-218207,Vivek Sundaresam,Consumer,Mackay,Queensland,Australia,OFF-BI-3290,"Avery Hole Reinforcements, Durable",Office Supplies,Binders,5,1,0.1,0,1
IN-2024-CC126107-42137,13/5/2024,16/5/2024,Second Class,CC-126107,Corey Catlett,Corporate,Melbourne,Victoria,Australia,OFF-BI-6372,"Wilson Jones 3-Hole Punch, Recycled",Office Supplies,Binders,25,1,0.1,11,1
ID-2024-IG150857-42222,6/8/2024,10/8/2024,Standard Class,IG-150857,Ivan Gibson,Consumer,Geelong,Victoria,Australia,OFF-BI-6397,"Wilson Jones Hole Reinforcements, Clear",Office Supplies,Binders,4,2,0.4,0,1
IN-2024-RD198107-42224,8/8/2024,12/8/2024,Standard Class,RD-198107,Ross DeVincentis,Home Office,Toowoomba,Queensland,Australia,OFF-BI-3739,"Cardinal Index Tab, Economy",Office Supplies,Binders,31,4,0.1,9,1
ID-2024-JH154307-42165,10/6/2024,15/6/2024,Standard Class,JH-154307,Jennifer Halladay,Consumer,Canberra,Australian Capital Territory,Australia,OFF-BI-6380,"Wilson Jones Binder, Economy",Office Supplies,Binders,7,1,0.4,-2,1
ID-2024-PP189557-42306,29/10/2024,5/11/2024,Standard Class,PP-189557,Paul Prost,Home Office,Canberra,Australian Capital Territory,Australia,OFF-BI-6399,"Wilson Jones Hole Reinforcements, Economy",Office Supplies,Binders,5,2,0.4,0,1
ID-2024-ND184607-42175,20/6/2024,25/6/2024,Standard Class,ND-184607,Neil Ducich,Corporate,Perth,Western Australia,Australia,OFF-FA-6187,"Stockwell Clamps, Metal",Office Supplies,Fasteners,17,1,0.1,3,1
IN-2024-EH141257-42267,20/9/2024,23/9/2024,Second Class,EH-141257,Eugene Hildebrand,Home Office,Melbourne,Victoria,Australia,OFF-LA-4536,"Harbour Creations File Folder Labels, Laser Printer Compatible",Office Supplies,Labels,15,2,0.1,4,1
IN-2024-EJ141557-42230,14/8/2024,18/8/2024,Standard Class,EJ-141557,Eva Jacobs,Consumer,Adelaide,South Australia,Australia,OFF-PA-5870,"SanDisk Memo Slips, Premium",Office Supplies,Paper,61,4,0.1,16,1
IN-2024-MO175007-42131,7/5/2024,9/5/2024,Second Class,MO-175007,Mary O'Rourke,Consumer,Brisbane,Queensland,Australia,OFF-LA-6056,"Smead Round Labels, Laser Printer Compatible",Office Supplies,Labels,12,2,0.1,0,1
ID-2024-SG208907-42035,31/1/2024,5/2/2024,Standard Class,SG-208907,Susan Gilcrest,Corporate,Wollongong,New South Wales,Australia,OFF-BI-6403,"Wilson Jones Index Tab, Durable",Office Supplies,Binders,7,1,0.1,0,1
IN-2024-GH144107-42165,10/6/2024,14/6/2024,Standard Class,GH-144107,Gary Hansen,Home Office,Mildura,Victoria,Australia,OFF-BI-4809,"Ibico Binder Covers, Economy",Office Supplies,Binders,24,2,0.1,4,1
IN-2024-KN163907-42161,6/6/2024,11/6/2024,Standard Class,KN-163907,Katherine Nockton,Corporate,Sydney,New South Wales,Australia,OFF-FA-2962,"Accos Thumb Tacks, Metal",Office Supplies,Fasteners,37,3,0.1,5,1
IN-2024-ML1804092-42048,13/2/2024,18/2/2024,Standard Class,ML-1804092,Michelle Lonsdale,Corporate,Porirua,Wellington,New Zealand,OFF-FA-3046,"Advantus Paper Clips, Metal",Office Supplies,Fasteners,26,2,0,10,1
IN-2024-EJ141557-42230,14/8/2024,18/8/2024,Standard Class,EJ-141557,Eva Jacobs,Consumer,Adelaide,South Australia,Australia,OFF-BI-6404,"Wilson Jones Index Tab, Economy",Office Supplies,Binders,23,4,0.1,6,1
ID-2024-IL1510092-42209,24/7/2024,27/7/2024,First Class,IL-1510092,Ivan Liston,Consumer,Dunedin,Otago,New Zealand,OFF-AR-3482,"Binney & Smith Highlighters, Easy-Erase",Office Supplies,Art,40,4,0.4,4,1
ID-2024-MD1735092-42271,24/9/2024,27/9/2024,First Class,MD-1735092,Maribeth Dona,Consumer,Auckland,Auckland,New Zealand,FUR-FU-4076,"Eldon Light Bulb, Durable",Furniture,Furnishings,26,2,0.4,2,1
ID-2024-JB159257-42273,26/9/2024,1/10/2024,Standard Class,JB-159257,Joni Blumstein,Consumer,Gold Coast,Queensland,Australia,OFF-LA-3261,"Avery Color Coded Labels, Adjustable",Office Supplies,Labels,20,2,0.1,3,1
ID-2024-MG1820592-42343,5/12/2024,9/12/2024,Standard Class,MG-1820592,Mitch Gastineau,Corporate,Auckland,Auckland,New Zealand,OFF-PA-4477,"Green Bar Message Books, Recycled",Office Supplies,Paper,28,2,0.4,-8,1
ID-2024-VG217907-42219,3/8/2024,3/8/2024,Same Day,VG-217907,Vivek Gonzalez,Consumer,Cairns,Queensland,Australia,OFF-EN-3665,"Cameo Mailers, Recycled",Office Supplies,Envelopes,44,2,0.4,0,1
ID-2024-NP187007-42167,12/6/2024,16/6/2024,Standard Class,NP-187007,Nora Preis,Consumer,Albury,New South Wales,Australia,OFF-LA-4688,"Hon Round Labels, Laser Printer Compatible",Office Supplies,Labels,11,2,0.1,1,1
IN-2024-TP215657-42052,17/2/2024,22/2/2024,Standard Class,TP-215657,Tracy Poddar,Corporate,Bendigo,Victoria,Australia,OFF-LA-3314,"Avery Round Labels, 5000 Label Set",Office Supplies,Labels,6,1,0.1,0,1
IN-2024-JM156557-42154,30/5/2024,4/6/2024,Standard Class,JM-156557,Jim Mitchum,Corporate,Orange,New South Wales,Australia,OFF-LA-4548,"Harbour Creations Round Labels, 5000 Label Set",Office Supplies,Labels,19,3,0.1,6,1
ID-2024-RR193157-42307,30/10/2024,4/11/2024,Standard Class,RR-193157,Ralph Ritter,Consumer,Newcastle,New South Wales,Australia,OFF-PA-4008,"Eaton Parchment Paper, Recycled",Office Supplies,Paper,24,2,0.1,8,1
IN-2024-DR129407-42207,22/7/2024,29/7/2024,Standard Class,DR-129407,Daniel Raglin,Home Office,Sydney,New South Wales,Australia,OFF-ST-4028,"Eldon Box, Blue",Office Supplies,Storage,18,2,0.1,4,1
ID-2024-MC181007-42252,5/9/2024,10/9/2024,Second Class,MC-181007,Mick Crebagga,Consumer,Sydney,New South Wales,Australia,OFF-BI-2917,"Acco Index Tab, Clear",Office Supplies,Binders,21,3,0.1,6,1
ID-2024-MG1789099-42151,27/5/2024,31/5/2024,Standard Class,MG-1789099,Michael Granlund,Home Office,Port Moresby,National Capital,Papua New Guinea,OFF-LA-3299,"Avery Legal Exhibit Labels, Alphabetical",Office Supplies,Labels,22,4,0.5,-17,1
IN-2024-SJ202357-42007,3/1/2024,8/1/2024,Standard Class,SJ-202357,Sarah Jordon,Consumer,Rockhampton,Queensland,Australia,OFF-AR-3547,"Boston Pens, Easy-Erase",Office Supplies,Art,78,6,0.1,0,1
IN-2024-CM122357-42171,16/6/2024,21/6/2024,Standard Class,CM-122357,Chris McAfee,Consumer,Mandurah,Western Australia,Australia,OFF-LA-4696,"Hon Shipping Labels, Laser Printer Compatible",Office Supplies,Labels,30,3,0.1,13,1
IN-2024-AO108107-42333,25/11/2024,30/11/2024,Standard Class,AO-108107,Anthony O'Donnell,Corporate,Perth,Western Australia,Australia,OFF-EN-4447,"GlobeWeis Manila Envelope, Recycled",Office Supplies,Envelopes,47,2,0.1,8,1
IN-2024-DB132707-42221,5/8/2024,10/8/2024,Standard Class,DB-132707,Deborah Brumfield,Home Office,Townsville,Queensland,Australia,OFF-BI-3253,"Avery Binder, Economy",Office Supplies,Binders,58,5,0.1,19,1
IN-2023-JR162107-41675,5/2/2023,7/2/2023,Second Class,JR-162107,Justin Ritter,Corporate,Wollongong,New South Wales,Australia,FUR-CH-5379,"Novimex Executive Leather Armchair, Black",Furniture,Chairs,3709,9,0.1,-288,923
IN-2023-CR127307-41929,17/10/2023,18/10/2023,First Class,CR-127307,Craig Reiter,Consumer,Brisbane,Queensland,Australia,TEC-PH-5356,"Nokia Smart Phone, with Caller ID",Technology,Phones,5175,9,0.1,919,915
IN-2023-JM156557-41818,28/6/2023,1/7/2023,Second Class,JM-156557,Jim Mitchum,Corporate,Sydney,New South Wales,Australia,TEC-PH-5842,"Samsung Smart Phone, with Caller ID",Technology,Phones,2862,5,0.1,763,897
IN-2023-DB130607-41999,26/12/2023,26/12/2023,Same Day,DB-130607,Dave Brooks,Consumer,Gold Coast,Queensland,Australia,OFF-AP-3575,"Breville Refrigerator, Red",Office Supplies,Appliances,3739,8,0.1,747,522
IN-2023-LC168857-41747,18/4/2023,19/4/2023,First Class,LC-168857,Lena Creighton,Consumer,Sydney,New South Wales,Australia,TEC-CO-6012,"Sharp Wireless Fax, Laser",Technology,Copiers,1601,5,0.1,587,511
IN-2023-CM121157-41913,1/10/2023,2/10/2023,First Class,CM-121157,Chad McGuire,Consumer,Adelaide,South Australia,Australia,TEC-CO-4790,"HP Wireless Fax, Digital",Technology,Copiers,1943,6,0.1,258,499
ID-2023-JK153257-41984,11/12/2023,14/12/2023,Second Class,JK-153257,Jason Klamczynski,Corporate,Adelaide,South Australia,Australia,TEC-CO-3709,"Canon Wireless Fax, High-Speed",Technology,Copiers,1695,5,0.1,-37,498
ID-2023-CR126257-41878,27/8/2023,29/8/2023,Second Class,CR-126257,Corey Roper,Home Office,Brisbane,Queensland,Australia,FUR-BO-5763,"Safco Classic Bookcase, Traditional",Furniture,Bookcases,2760,7,0.1,-214,475
IN-2023-RF197357-41709,11/3/2023,15/3/2023,Standard Class,RF-197357,Roland Fjeld,Consumer,Perth,Western Australia,Australia,TEC-PH-5268,"Motorola Smart Phone, Full Size",Technology,Phones,2892,5,0.1,160,470
ID-2023-RL196157-41641,2/1/2023,3/1/2023,First Class,RL-196157,Rob Lucas,Consumer,Newcastle,New South Wales,Australia,FUR-BO-3639,"Bush Library with Doors, Metal",Furniture,Bookcases,1637,5,0.1,-36,452
IN-2023-AB100157-41815,25/6/2023,29/6/2023,Standard Class,AB-100157,Aaron Bergman,Consumer,Mackay,Queensland,Australia,FUR-CH-4654,"Hon Executive Leather Armchair, Adjustable",Furniture,Chairs,2046,5,0.1,591,432
IN-2023-KS163007-41912,30/9/2023,3/10/2023,First Class,KS-163007,Karen Seio,Corporate,Adelaide,South Australia,Australia,FUR-BO-3640,"Bush Library with Doors, Mobile",Furniture,Bookcases,1320,4,0.1,484,410
IN-2023-BF110807-41976,3/12/2023,6/12/2023,Second Class,BF-110807,Bart Folk,Consumer,Adelaide,South Australia,Australia,FUR-CH-4531,"Harbour Creations Executive Leather Armchair, Black",Furniture,Chairs,1704,4,0.1,378,403
IN-2023-TS212057-41852,1/8/2023,4/8/2023,Second Class,TS-212057,Thomas Seio,Corporate,Canberra,Australian Capital Territory,Australia,FUR-TA-5053,"Lesro Coffee Table, with Bottom Storage",Furniture,Tables,1512,6,0,498,356
ID-2023-PK190757-41691,21/2/2023,22/2/2023,First Class,PK-190757,Pete Kriz,Consumer,Perth,Western Australia,Australia,FUR-TA-3359,"Barricks Wood Table, with Bottom Storage",Furniture,Tables,1809,5,0.3,-258,339
ID-2023-CD122807-41646,7/1/2023,13/1/2023,Standard Class,CD-122807,Christina DeMoss,Consumer,Sydney,New South Wales,Australia,FUR-TA-5059,"Lesro Conference Table, Rectangular",Furniture,Tables,2993,5,0.3,726,333
IN-2023-EL137357-41943,31/10/2023,4/11/2023,Standard Class,EL-137357,Ed Ludwig,Home Office,Melbourne,Victoria,Australia,FUR-BO-4861,"Ikea Library with Doors, Mobile",Furniture,Bookcases,2634,8,0.1,116,298
IN-2023-DR129407-41728,30/3/2023,1/4/2023,First Class,DR-129407,Daniel Raglin,Home Office,Sydney,New South Wales,Australia,FUR-BO-5951,"Sauder Classic Bookcase, Traditional",Furniture,Bookcases,1177,3,0.1,353,294
IN-2023-CK1259592-41929,17/10/2023,19/10/2023,Second Class,CK-1259592,Clytie Kelty,Consumer,Taupo,Waikato,New Zealand,FUR-BO-4851,"Ikea Classic Bookcase, Traditional",Furniture,Bookcases,823,2,0,172,260
IN-2023-AS1063092-41989,16/12/2023,20/12/2023,Standard Class,AS-1063092,Ann Steele,Home Office,Whakatane,Bay of Plenty,New Zealand,TEC-PH-5268,"Motorola Smart Phone, Full Size",Technology,Phones,6439,10,0,2447,255
IN-2023-CR126257-41928,16/10/2023,18/10/2023,First Class,CR-126257,Corey Roper,Home Office,Canberra,Australian Capital Territory,Australia,TEC-PH-3149,"Apple Smart Phone, with Caller ID",Technology,Phones,766,2,0.4,114,250
IN-2023-BS116657-41815,25/6/2023,29/6/2023,Standard Class,BS-116657,Brian Stugart,Consumer,Whyalla,South Australia,Australia,TEC-CO-3598,"Brother Fax Machine, Laser",Technology,Copiers,1720,6,0.1,382,234
IN-2023-RA199157-41948,5/11/2023,9/11/2023,Standard Class,RA-199157,Russell Applegate,Consumer,Coffs Harbour,New South Wales,Australia,TEC-AC-4187,"Enermax Router, Programmable",Technology,Accessories,1403,6,0.1,296,220
IN-2023-BS116657-41815,25/6/2023,29/6/2023,Standard Class,BS-116657,Brian Stugart,Consumer,Whyalla,South Australia,Australia,TEC-MA-5513,"Okidata Printer, Wireless",Technology,Machines,1933,8,0.1,-128,218
ID-2023-AH105857-41926,14/10/2023,17/10/2023,First Class,AH-105857,Angele Hood,Consumer,Sunbury,Victoria,Australia,FUR-BO-3902,"Dania Library with Doors, Mobile",Furniture,Bookcases,1313,4,0.1,102,213
ID-2023-SV208157-41679,9/2/2023,15/2/2023,Standard Class,SV-208157,Stuart Van,Corporate,Gold Coast,Queensland,Australia,FUR-TA-3770,"Chromcraft Round Table, Fully Assembled",Furniture,Tables,2951,9,0.3,-632,206
IN-2023-CK1259592-41929,17/10/2023,19/10/2023,Second Class,CK-1259592,Clytie Kelty,Consumer,Taupo,Waikato,New Zealand,TEC-CO-3689,"Canon Fax Machine, Laser",Technology,Copiers,636,2,0,286,203
IN-2023-BM111407-41937,25/10/2023,30/10/2023,Standard Class,BM-111407,Becky Martin,Consumer,Sydney,New South Wales,Australia,OFF-ST-4268,"Fellowes Lockers, Single Width",Office Supplies,Storage,1679,9,0.1,-149,201
IN-2023-CR126257-41928,16/10/2023,18/10/2023,First Class,CR-126257,Corey Roper,Home Office,Canberra,Australian Capital Territory,Australia,FUR-CH-5454,"Office Star Swivel Stool, Adjustable",Furniture,Chairs,952,9,0.4,-428,198
IN-2023-GA145157-41830,10/7/2023,14/7/2023,Standard Class,GA-145157,George Ashbrook,Consumer,Ballarat,Victoria,Australia,OFF-AP-4963,"KitchenAid Refrigerator, White",Office Supplies,Appliances,2367,5,0.1,604,196
ID-2023-HR148307-41856,5/8/2023,7/8/2023,First Class,HR-148307,Harold Ryan,Corporate,Sydney,New South Wales,Australia,FUR-CH-5414,"Novimex Swivel Stool, Set of Two",Furniture,Chairs,750,5,0.1,-41,194
IN-2023-SH199757-41776,17/5/2023,20/5/2023,First Class,SH-199757,Sally Hughsby,Corporate,Rockhampton,Queensland,Australia,FUR-BO-5748,"Safco 3-Shelf Cabinet, Traditional",Furniture,Bookcases,759,5,0.1,75,189
IN-2023-SM209057-41894,12/9/2023,15/9/2023,First Class,SM-209057,Susan MacKendrick,Consumer,Lismore,New South Wales,Australia,FUR-BO-3897,"Dania Floating Shelf Set, Metal",Furniture,Bookcases,911,6,0.1,101,184
ID-2023-AS102407-41912,30/9/2023,3/10/2023,First Class,AS-102407,Alan Shonely,Consumer,Whyalla,South Australia,Australia,FUR-CH-4544,"Harbour Creations Rocking Chair, Adjustable",Furniture,Chairs,538,4,0.1,0,183
ID-2023-MY182957-41640,1/1/2023,4/1/2023,First Class,MY-182957,Muhammed Yedwab,Corporate,Albury,New South Wales,Australia,TEC-CO-3679,"Canon Copy Machine, Digital",Technology,Copiers,1649,7,0.1,36,178
IN-2023-RD194807-41965,22/11/2023,25/11/2023,First Class,RD-194807,Rick Duston,Consumer,Sydney,New South Wales,Australia,TEC-CO-5994,"Sharp Fax and Copier, Digital",Technology,Copiers,757,5,0.1,302,177
IN-2023-BH117107-41704,6/3/2023,6/3/2023,Same Day,BH-117107,Brosina Hoffman,Consumer,Newcastle,New South Wales,Australia,TEC-AC-5224,"Memorex Router, Erganomic",Technology,Accessories,1976,9,0.1,592,175
IN-2023-EM1381092-41892,10/9/2023,14/9/2023,Standard Class,EM-1381092,Eleni McCrary,Corporate,Wellington,Wellington,New Zealand,TEC-CO-3610,"Brother Wireless Fax, High-Speed",Technology,Copiers,1508,4,0,437,173
ID-2023-GM1444092-41996,23/12/2023,26/12/2023,Second Class,GM-1444092,Gary McGarr,Consumer,Auckland,Auckland,New Zealand,FUR-CH-5441,"Office Star Executive Leather Armchair, Adjustable",Furniture,Chairs,563,2,0.4,-263,171
IN-2023-KB165857-41809,19/6/2023,24/6/2023,Second Class,KB-165857,Ken Black,Corporate,Devonport,Tasmania,Australia,FUR-CH-5774,"SAFCO Executive Leather Armchair, Black",Furniture,Chairs,1652,4,0.1,55,170
IN-2023-JM156557-41818,28/6/2023,1/7/2023,Second Class,JM-156557,Jim Mitchum,Corporate,Sydney,New South Wales,Australia,TEC-CO-4573,"Hewlett Fax and Copier, High-Speed",Technology,Copiers,687,4,0.1,213,166
IN-2023-PO188507-41830,10/7/2023,12/7/2023,First Class,PO-188507,Patrick O'Brill,Consumer,Wollongong,New South Wales,Australia,TEC-PH-5355,"Nokia Smart Phone, Full Size",Technology,Phones,2544,4,0,305,166
IN-2023-DL133307-41814,24/6/2023,30/6/2023,Standard Class,DL-133307,Denise Leinenbach,Consumer,Wagga Wagga,New South Wales,Australia,FUR-CH-4654,"Hon Executive Leather Armchair, Adjustable",Furniture,Chairs,2068,5,0.1,206,166
IN-2023-HD1478592-41820,30/6/2023,4/7/2023,Standard Class,HD-1478592,Harold Dahlen,Home Office,Hamilton,Waikato,New Zealand,FUR-TA-5056,"Lesro Computer Table, with Bottom Storage",Furniture,Tables,2583,6,0,568,165
IN-2023-AG1027092-41649,10/1/2023,11/1/2023,First Class,AG-1027092,Alejandro Grove,Consumer,Whangarei,Northland,New Zealand,TEC-PH-3790,"Cisco Headset, Cordless",Technology,Phones,730,8,0,175,165
IN-2023-SP205457-41670,31/1/2023,6/2/2023,Standard Class,SP-205457,Sibella Parks,Corporate,Brisbane,Queensland,Australia,OFF-ST-6261,"Tenex Lockers, Blue",Office Supplies,Storage,1286,7,0.1,228,160
IN-2023-AF108857-41684,14/2/2023,14/2/2023,Same Day,AF-108857,Art Foster,Consumer,Newcastle,New South Wales,Australia,TEC-PH-5846,"Samsung Speaker Phone, with Caller ID",Technology,Phones,776,7,0.1,301,159
IN-2023-RB194657-41898,16/9/2023,19/9/2023,Second Class,RB-194657,Rick Bensley,Home Office,Devonport,Tasmania,Australia,OFF-AP-4725,"Hoover Coffee Grinder, White",Office Supplies,Appliances,843,14,0.1,-56,156
ID-2023-FC143357-41817,27/6/2023,1/7/2023,Standard Class,FC-143357,Fred Chung,Corporate,Caloundra,Queensland,Australia,TEC-MA-5512,"Okidata Printer, White",Technology,Machines,1201,5,0.1,226,154
IN-2023-EM139607-41895,13/9/2023,18/9/2023,Standard Class,EM-139607,Eric Murdock,Consumer,Adelaide,South Australia,Australia,FUR-BO-5771,"Safco Corner Shelving, Traditional",Furniture,Bookcases,1210,9,0.1,376,148
IN-2023-BP112307-41655,16/1/2023,18/1/2023,Second Class,BP-112307,Benjamin Patterson,Consumer,Geelong,Victoria,Australia,TEC-AC-5872,"SanDisk Memory Card, Bluetooth",Technology,Accessories,404,4,0.1,-31,147
IN-2023-BF110807-41976,3/12/2023,6/12/2023,Second Class,BF-110807,Bart Folk,Consumer,Adelaide,South Australia,Australia,OFF-AP-3864,"Cuisinart Microwave, Black",Office Supplies,Appliances,500,2,0.1,83,146
ID-2023-MY182957-41640,1/1/2023,4/1/2023,First Class,MY-182957,Muhammed Yedwab,Corporate,Albury,New South Wales,Australia,TEC-AC-5122,"Logitech Memory Card, Erganomic",Technology,Accessories,728,8,0.1,-32,143
IN-2023-NS1864092-41816,26/6/2023,3/7/2023,Standard Class,NS-1864092,Noel Staavos,Corporate,Christchurch,Canterbury,New Zealand,OFF-AP-3872,"Cuisinart Stove, Black",Office Supplies,Appliances,1075,2,0,290,141
IN-2023-KC165407-41921,9/10/2023,16/10/2023,Standard Class,KC-165407,Kelly Collister,Consumer,Geraldton,Western Australia,Australia,TEC-CO-3679,"Canon Copy Machine, Digital",Technology,Copiers,1649,7,0.1,36,139
IN-2023-JE1616592-41725,27/3/2023,27/3/2023,Same Day,JE-1616592,Justin Ellison,Corporate,Upper Hutt,Wellington,New Zealand,TEC-CO-3599,"Brother Ink, Color",Technology,Copiers,594,4,0,29,139
IN-2023-TC215357-41958,15/11/2023,18/11/2023,Second Class,TC-215357,Tracy Collins,Home Office,Alice Springs,Northern Territory,Australia,TEC-PH-5268,"Motorola Smart Phone, Full Size",Technology,Phones,1287,2,0,489,138
IN-2023-NK184907-41972,29/11/2023,5/12/2023,Standard Class,NK-184907,Neil Knudson,Home Office,Brisbane,Queensland,Australia,TEC-CO-3587,"Brother Copy Machine, Color",Technology,Copiers,1661,7,0.1,110,138
ID-2023-TS216107-41888,6/9/2023,8/9/2023,Second Class,TS-216107,Troy Staebel,Consumer,Mackay,Queensland,Australia,FUR-BO-3896,"Dania Corner Shelving, Traditional",Furniture,Bookcases,659,6,0.1,0,137
ID-2023-KH163607-41950,7/11/2023,10/11/2023,Second Class,KH-163607,Katherine Hughes,Consumer,Albany,Western Australia,Australia,FUR-BO-5943,"Sauder 3-Shelf Cabinet, Traditional",Furniture,Bookcases,900,6,0.1,9,135
IN-2023-JH1591092-41959,16/11/2023,18/11/2023,Second Class,JH-1591092,Jonathan Howell,Consumer,Wellington,Wellington,New Zealand,FUR-CH-5378,"Novimex Executive Leather Armchair, Adjustable",Furniture,Chairs,911,2,0,282,134
IN-2023-YS218807-41957,14/11/2023,20/11/2023,Standard Class,YS-218807,Yana Sorensen,Corporate,Townsville,Queensland,Australia,TEC-CO-3707,"Canon Wireless Fax, Color",Technology,Copiers,2052,6,0.1,638,134
ID-2023-MG176807-41786,27/5/2023,1/6/2023,Standard Class,MG-176807,Maureen Gastineau,Home Office,Geelong,Victoria,Australia,OFF-AP-4962,"KitchenAid Refrigerator, Silver",Office Supplies,Appliances,1903,6,0.4,95,134
IN-2023-EM139607-41895,13/9/2023,18/9/2023,Standard Class,EM-139607,Eric Murdock,Consumer,Adelaide,South Australia,Australia,TEC-CO-6006,"Sharp Personal Copier, Digital",Technology,Copiers,969,9,0.1,-75,133
IN-2023-KB162407-41902,20/9/2023,24/9/2023,Standard Class,KB-162407,Karen Bern,Corporate,Newcastle,New South Wales,Australia,OFF-ST-4267,"Fellowes Lockers, Industrial",Office Supplies,Storage,1122,6,0.1,24,133
IN-2023-DL1292592-41817,27/6/2023,1/7/2023,Standard Class,DL-1292592,Daniel Lacy,Consumer,Wellington,Wellington,New Zealand,FUR-BO-5780,"Safco Floating Shelf Set, Traditional",Furniture,Bookcases,1573,8,0,786,128
IN-2023-KC165407-41921,9/10/2023,16/10/2023,Standard Class,KC-165407,Kelly Collister,Consumer,Geraldton,Western Australia,Australia,TEC-CO-3608,"Brother Wireless Fax, Color",Technology,Copiers,1711,5,0.1,-190,128
IN-2023-AG103907-41969,26/11/2023,30/11/2023,Standard Class,AG-103907,Allen Goldenen,Consumer,Wollongong,New South Wales,Australia,TEC-CO-3599,"Brother Ink, Color",Technology,Copiers,892,6,0,44,127
IN-2023-AA106457-41815,25/6/2023,29/6/2023,Second Class,AA-106457,Anna Andreadi,Consumer,Gold Coast,Queensland,Australia,FUR-BO-3904,"Dania Library with Doors, Traditional",Furniture,Bookcases,1630,5,0.1,652,127
IN-2023-AB106007-41725,27/3/2023,1/4/2023,Standard Class,AB-106007,Ann Blume,Corporate,Wollongong,New South Wales,Australia,OFF-AP-3574,"Breville Refrigerator, Black",Office Supplies,Appliances,2075,4,0,892,126
IN-2023-TR213257-41908,26/9/2023,30/9/2023,Standard Class,TR-213257,Toby Ritter,Consumer,Albany,Western Australia,Australia,FUR-CH-4654,"Hon Executive Leather Armchair, Adjustable",Furniture,Chairs,1636,4,0.1,472,126
